x__,X__,Y__,x___1,x____,x_____1,x_____,amplitude_1,phase_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,575.6331617,120.2569171,0.153270345,6.057706695,0.149390645785203-0.0342670932526232i,2.52E-06,2.478056365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1300,4016.902789,149.6835261,0.239672937,5.192748597,0.110752414379524-0.21254886328294i,0.000107351,-2.664126872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1700,4479.514942,8.593583966,0.204584688,0.828363474,0.13831612701992+0.150743303064561i,9.26E-05,0.88762511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,4628.773585,176.8941617,0.148896835,1.69798166,-0.0188864790037106+0.147694172002341i,3.86E-06,1.731461325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,2439.895999,30.22764119,0.158707177,1.318879273,0.0395595033111428+0.15369779960591i,5.46E-06,1.71316627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,2630.855182,192.0963211,0.186337838,3.838584601,-0.142879487573273-0.119612884093636i,3.45E-05,-0.438712631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1200,2939.802773,25.57487107,1,3.392715126,-0.96863410720075-0.248491380871461i,0.001816494,2.341478393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1000,563.2627002,203.6143791,0.202531868,5.936865934,0.190507232156687-0.0687470145684546i,4.00E-05,2.540762587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,1438.388081,64.05301423,0.244719377,2.930682059,-0.239296563281195+0.0512321001122968i,1.05E-05,-1.747411719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,3602.4409,180.3242005,0.153589496,4.483690536,-0.0348202822402548-0.149590377911059i,3.13E-05,2.426706823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1500,617.5633035,13.11811316,0.214363187,5.906973176,0.199371261539045-0.0787570683760562i,3.18E-05,1.059274593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1600,3619.750008,203.7815321,0.136746132,5.669629383,0.11180442589658-0.07873547412477i,1.54E-05,0.945957133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1800,2055.16225,132.8306003,0.27910828,4.570202002,-0.0395519768337936-0.276291645239317i,0.000195624,2.161946239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1100,3236.440183,185.6624059,0.19712046,0.66649735,0.154935094913185+0.121867108939654i,2.67E-05,-1.186167862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1600,660.0487768,187.987107,0.185055687,2.881293229,-0.178821708328004+0.0476277639428273i,2.43E-05,1.864942101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1400,3698.081446,24.80899991,1,2.51149573,-0.807970402616925+0.589223071930356i,0.000264309,-3.030073714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1700,4528.578802,188.8524139,0.198347223,2.846396949,-0.189767758315404+0.0577045814077556i,9.94E-06,-2.953075664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1000,786.0632902,353.4395297,1,4.071062868,-0.59825858491371-0.801303104684517i,0.000490987,2.459724621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1300,4482.073,42.62763016,0.209062275,2.872437953,-0.201535201227258+0.0555931433256858i,6.11E-05,1.153869834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1400,1983.338423,182.4260586,0.156839373,4.70513134,-0.00113827379404221-0.156835242208438i,1.70E-05,-2.154552054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,876.0647491,46.26185472,0.284456696,5.73633612,0.242973573294558-0.147917053662403i,1.78E-05,0.627775712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1100,4456.802118,57.92439601,0.111125444,4.074980907,-0.0661323590368582-0.089304957258601i,1.23E-05,0.893105337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1400,3103.123941,167.4257297,0.114448796,3.859015425,-0.0862374670988887-0.0752437781964207i,2.03E-05,0.506218507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,2762.27767,100.1762434,0.164394336,2.93869082,-0.161021942279321+0.0331275104653921i,2.23E-05,0.475796649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,679.7154196,117.4817827,0.130655491,0.896237708,0.0816012354738733+0.102039677375301i,6.27E-06,-0.074430489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,3997.909442,80.61383989,0.12268719,0.471926412,0.109276767472534+0.0557739613619554i,3.26E-05,-1.736970223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1700,1277.00619,151.9741372,0.21814064,4.563864867,-0.0322801587623568-0.215739032841937i,8.69E-05,-0.780315343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1400,3484.573342,33.77282641,0.118291791,4.910611143,0.0232948024739685-0.115975428486409i,1.93E-05,-0.547827707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1900,2472.510495,293.0907117,0.100054304,1.462716653,0.0107927957285771+0.099470494641115i,1.30E-05,-0.340952444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1200,3966.11292,71.74056424,0.129867586,4.247946977,-0.058170806145329-0.116110925969163i,2.85E-05,2.593765057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,2956.396506,283.4932508,0.271412532,6.275528452,0.271404575511391-0.0020781461407784i,6.41E-05,1.677434799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1200,2450.312628,38.82669068,0.22116746,6.055284931,0.215448714733486-0.0499689591586411i,3.05E-05,-1.982517299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000,2337.325808,148.6115201,0.282724536,0.892140953,0.177479454132213+0.220077728496117i,6.49E-05,2.335206667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1800,2289.593601,171.3257292,1,4.218253277,-0.474270920249068-0.880378949206592i,0.001426983,-2.357420979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,3595.588609,344.6756526,0.246417767,0.525328466,0.213190613445653+0.12357782167967i,0.000135355,0.950891872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,2075.497259,170.7590261,0.2876256,3.5546462,-0.263436108001498-0.115455198498446i,0.000108361,-0.98719661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1100,3907.171067,74.58286795,0.296612688,3.033335347,-0.294876287043638+0.0320478068620316i,0.000166499,-1.277945566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1400,1696.357015,278.8877422,0.290892136,0.160280231,0.287163654943652+0.0464248873023287i,7.75E-05,-1.532589658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1400,4845.128228,146.0218307,0.258111961,5.192552696,0.119228208788352-0.228924482687196i,0.000134917,2.935881834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1100,1826.939561,254.2095761,0.167712244,2.140150286,-0.0904116639851356+0.141255541205654i,4.23E-05,-0.030970763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1900,4341.613907,174.7349464,0.269385842,5.612717199,0.211072128591653-0.167383655655001i,2.60E-05,-2.887919624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,1563.529514,311.1964933,0.163031433,5.181429776,0.0736952420062795-0.145424410910505i,3.90E-05,1.548157168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,2489.58697,198.3630299,0.217108679,4.100714055,-0.124672380707651-0.17774413123862i,6.50E-05,2.997749958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1000,156.5127556,36.6865599,0.156186595,2.476144843,-0.122862682571801+0.096431393707036i,4.47E-06,-1.163240833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,1305.787489,306.0529894,0.183577509,1.311305887,0.0471038015925319+0.177431490625368i,0.000142123,-0.405578369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1000,4469.077457,313.6840665,0.154448313,1.596089053,-0.00390600234735773+0.154398913504054i,5.24E-05,-1.38437469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,947.058985,212.7407949,1,1.64871179,-0.0778366520909651+0.996966125598694i,0.000995515,-0.434325923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1500,4820.855964,127.1225662,1,4.186469751,-0.502008223803507-0.86486284648703i,0.0017485,-0.149464311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,3919.10814,16.19579103,0.14090458,2.115799246,-0.0730478348800643+0.120491138296709i,4.94E-05,-0.439635465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,2894.738374,260.2343319,0.131370108,2.240912868,-0.0815909961822265+0.102961229193672i,2.57E-05,-2.346978389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1700,1786.688563,14.34361225,0.213279458,1.332600936,0.0503231505025351+0.207257588151888i,7.32E-05,0.910343442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2000,4882.996673,134.8525895,0.267286241,0.936453936,0.158406646593741+0.215288803719221i,8.20E-05,2.178786797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1900,131.0851521,317.1169306,0.107016497,1.619157683,-0.00517344571784095+0.106891375276881i,1.96E-06,-1.344145335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1000,3444.06277,52.14546146,0.231569104,5.807545506,0.20586491843066-0.10603718900681i,0.000120673,-1.620784507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1500,4959.54526,77.8393198,0.132759292,3.916168378,-0.0948854345431799-0.0928535614741311i,1.81E-05,-1.062713084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1200,1036.487663,331.3783971,0.22683196,2.644829146,-0.199414694825104+0.108104197803426i,2.04E-05,-0.203139739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2000,2312.621401,74.62612894,0.142498653,0.986984051,0.0785465078406563+0.118896224794483i,3.15E-05,3.091968037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600,3490.49808,12.81589732,0.244634122,5.482157584,0.170257789427074-0.175664848358014i,8.56E-05,-2.114925105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1500,4697.738121,171.5114426,0.18652215,4.375708609,-0.0616186490277456-0.176050148244221i,4.20E-05,-2.597181723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,2406.879773,308.8534426,1,2.390304971,-0.730810528400282+0.682580377376394i,0.001907951,-0.02723277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1300,4466.062454,316.6545461,0.274537925,1.021015582,0.143446147173195+0.234081770586978i,0.000152205,0.617910692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1500,1524.451754,276.1570293,0.21759724,4.182966966,-0.109894127980017-0.187807985886986i,0.000137364,0.010060495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1500,1317.686479,309.2590039,0.208313639,0.589643181,0.173137619940905+0.115835817793912i,0.000153646,0.852551425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1300,2461.651663,116.2659666,0.137476934,3.968801586,-0.0930626383488865-0.101189192716183i,3.01E-05,-0.756074106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1600,3347.785876,159.0198775,0.15177578,2.91074072,-0.147749444331725+0.0347273516738313i,2.33E-05,-2.602838414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,1070.197168,245.4236729,0.262167907,1.369996377,0.052290246472252+0.256900255738092i,3.30E-05,1.762227819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,2437.095803,339.9017272,0.142682466,3.230681043,-0.142116623087602-0.0126945432857358i,2.37E-05,0.665592575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600,2659.876444,245.4662482,0.197603428,2.798771113,-0.186104877847961+0.0664235586824974i,4.80E-05,-2.017203713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1700,1440.093842,281.5271471,0.265880162,3.15190328,-0.265866029467634-0.00274134233979914i,6.12E-05,-0.564449202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2000,174.7477277,157.0085587,1,1.905732272,-0.328708674955401+0.944431367018834i,0.000517091,-2.372179699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1300,3556.027268,242.711192,0.198061052,4.31258668,-0.0770925393556753-0.182441554100413i,6.26E-05,-1.942663133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1600,1539.895394,149.0736152,0.121230847,1.930390038,-0.0426604027125797+0.113476906239387i,2.41E-05,0.886159005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1000,4348.53676,311.8971412,0.236934213,4.047258132,-0.14622681525789-0.186428377626703i,0.000100098,-1.40214603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,1490.852924,302.6888637,0.262381291,5.78701665,0.230741507478695-0.124909160641892i,0.000189025,0.380088433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1700,1519.542402,3.77152076,0.172504799,1.92169607,-0.0592972936032831+0.161993014704922i,7.01E-05,1.363620263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1500,2869.814211,277.316927,0.180343885,1.743596257,-0.0310085532637771+0.177658060943164i,4.48E-05,-0.271830644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1900,3620.572372,117.8224981,0.227375186,6.063727879,0.221921753864911-0.0494996000213744i,4.69E-05,1.657278856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1500,4958.114237,105.5206956,0.157925011,2.459795629,-0.122619533732781+0.0995226562052992i,2.20E-05,1.080707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,1877.671227,355.039305,0.277920364,3.798641069,-0.220056914815574-0.169748882645934i,0.00016335,-1.66040027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2000,1494.898958,271.6400697,0.139961661,5.573480987,0.106168558180365-0.091200349081974i,2.81E-05,-0.016737915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1200,2754.430345,148.7729371,0.225176574,4.47308397,-0.0533730402597176-0.218759704358303i,5.53E-05,-1.149340636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,4933.793854,71.91452649,0.261863428,5.734162926,0.223378696163464-0.136654355443218i,9.60E-05,1.607279589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1100,3384.932215,247.624855,0.263966977,2.39106094,-0.19304600010737+0.180032793528597i,0.000127277,1.383884876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1800,2735.628695,338.924997,0.134647506,0.381243538,0.124980174219791+0.0500989726069594i,5.08E-05,-1.513957944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1500,306.9083877,201.8202682,1,0.774064657,0.715075196108745+0.699047540522131i,0.000793252,1.928678818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1200,3212.23278,202.6092601,0.289440375,5.926439171,0.27121666504033-0.101080420716968i,7.80E-05,-2.870029042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1300,2236.14556,346.4787122,0.282004715,4.38350771,-0.0910831406091962-0.266890466094098i,7.49E-05,-1.706982457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1500,4050.762025,115.0427757,0.240329102,2.602947676,-0.206299597396757+0.12328241401647i,0.000104428,2.838924407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1400,4408.689598,88.96632467,1,5.471340618,0.688161176029413-0.725557851453497i,0.002295477,-3.134304123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,4189.635262,220.3066397,0.297102043,1.498366956,0.0215001040974036+0.296323082666811i,8.82E-05,1.391356505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1900,2793.826756,184.1169407,0.267011727,5.544636679,0.19744086679849-0.179756409392076i,7.07E-05,-1.794449398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1700,4436.211122,27.45156171,0.232799834,3.451001406,-0.221745047488732-0.0708865063029726i,9.07E-05,-0.331652706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,2761.75412,359.9122713,0.215158794,1.868150557,-0.0630397140713975+0.205716555674875i,0.000111875,-2.97115821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1600,836.0123415,245.1009475,0.21390332,0.414148831,0.195819756142028+0.0860770201786945i,3.18E-05,-1.532728784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1900,2578.017382,96.28866043,0.274972576,1.76209029,-0.0522803746967129+0.269956810927859i,0.000116528,2.366184193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1700,611.3983366,99.73206469,0.125781263,3.748529004,-0.10331663313219-0.0717398038754201i,9.46E-06,2.461349645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1400,1568.919009,172.9959126,0.144902349,5.869899904,0.132702481722819-0.0581957223716279i,5.45E-05,-1.023726856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1100,254.4361644,273.763789,0.2762946,0.970938407,0.155975265394525+0.228057936871492i,5.59E-05,-2.465684583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1500,3906.964523,255.0363477,0.157909115,1.071478836,0.0756110638942817+0.138629923036326i,2.45E-05,0.491638341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1600,3068.147909,56.48154018,0.202750365,2.947629231,-0.198948389713045+0.0390800314513444i,2.85E-05,-0.452198316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1200,2183.24223,63.76733536,1,0.460672818,0.895753598358704+0.444550886881843i,0.000691042,-2.123405175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,337.9971997,144.7709915,0.289286998,5.226799147,0.142335403953088-0.251848366545146i,8.08E-05,-0.609388919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1700,4045.273537,296.8380589,0.253883126,2.812017926,-0.240219152207803+0.0821669057819147i,0.000204704,2.198678366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1200,750.9064993,99.9944004,0.122764734,0.988315686,0.0675325380386399+0.102520906617625i,8.89E-06,2.919583982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1700,2434.874378,75.96312528,0.26388767,1.759445688,-0.0494874855925552+0.259205885905878i,9.95E-05,-0.197037817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1900,3102.488441,4.900359756,0.242301368,4.0625002,-0.146616039813688-0.192908501488896i,0.000148571,0.245515963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1900,4887.487583,29.83040957,0.151665023,0.43612943,0.137468192679241+0.0640685197375265i,3.69E-05,0.654295928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1100,3355.292902,55.37386533,0.215696943,4.426498164,-0.0608291741756963-0.206941979326937i,0.000153736,1.838130427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,4270.846537,103.9519606,0.168103318,1.017354212,0.0883582330766253+0.143008909474983i,3.78E-05,0.849610422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,918.6766428,330.5150074,0.192871565,2.797193881,-0.18154587951754+0.0651193838731755i,8.53E-06,0.071101014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,4615.895997,141.9775876,0.212442101,0.810668725,0.146375567125773+0.153967008590691i,8.19E-05,-1.868825281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,178.2062656,285.0560256,0.102158564,2.680314228,-0.0914813809160743+0.0454700902851403i,4.46E-06,2.01591077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1400,3869.326766,316.8054726,0.23203747,4.91319403,0.0462817920634836-0.227374983873221i,4.81E-05,-1.604425792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1600,3586.728421,137.459259,0.203020168,2.926397634,-0.198337460713191+0.0433525111868371i,5.17E-05,2.017783556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1500,4779.625826,152.8899637,0.261938615,0.086291467,0.260963994472968+0.0225750265949919i,6.28E-05,-1.434939564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1300,4743.189631,89.61332213,0.20948584,0.922015672,0.126574540527746+0.166922745712907i,5.52E-05,2.730603496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,538.0926173,63.72939561,1,0.494449703,0.880229985284788+0.474547334841891i,0.000150803,1.658787743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
