x__,X__,Y__,x___1,x____,x_____1,x_____,amplitude_1,phase_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1500,881.3980542,203.1236858,0.128935294,1.560624388,0.00131149926041284+0.128928623977435i,2.07E-06,-0.342906225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1200,4653.502549,278.1300629,1,4.345994316,-0.358251735693009-0.933625028516773i,0.001287676,-0.068974914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1700,89.07434788,239.168043,0.260551204,4.777037938,0.0168326328383646-0.260006908266882i,2.68E-05,-2.394672336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,1812.512261,330.7697413,0.17335104,5.164029082,0.0756576352948305-0.155969565281739i,7.15E-05,-0.506487416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1900,94.79719629,239.2241946,0.295114249,3.469716899,-0.27936946258847-0.0951058539897906i,7.47E-05,-1.261573589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1300,4921.322132,96.39644072,0.275216805,3.636399329,-0.242207447192066-0.130689871161648i,0.000152219,-0.423649474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1000,3880.029485,44.20988475,0.152954589,1.605190275,-0.00525967513210178+0.152864129315843i,4.70E-05,-0.574352492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1900,735.408619,216.6241426,0.192803041,1.051876242,0.0956192563041869+0.167421535072642i,1.36E-05,2.078585355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1100,2718.578941,1.62497884,0.26945746,4.770517125,0.0156542430088661-0.269002355551473i,9.57E-05,2.228068328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,4403.001832,189.908645,0.148446681,0.071812237,0.148064075567222+0.0106511280771818i,3.53E-05,-0.316091868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,1422.031406,159.7818232,0.114690601,3.747219065,-0.094292379748638-0.0652907431519885i,3.76E-05,-1.74997167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1500,2172.54499,254.5927576,0.195627972,3.649675588,-0.170916005902696-0.0951736424381911i,2.14E-05,0.336376023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1900,1109.02263,57.36771293,0.114159128,2.749888536,-0.105512696145877+0.0435818470163549i,1.68E-05,-1.15671475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1600,507.3934061,194.4102632,1,6.276476872,0.99997749853526-0.00670838454199191i,0.00057147,-2.497086725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,4583.665315,338.2554536,0.199446661,4.967936956,0.0504152548337627-0.19296961622557i,4.54E-05,1.79195735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1600,1188.56001,92.43439946,0.11860596,4.099554541,-0.0682207720498087-0.0970221621928926i,2.06E-05,1.33778932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1500,2502.600763,66.78895161,0.269205107,4.944006499,0.0617966106883201-0.262016351879302i,0.000101422,1.809607209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1500,4984.002731,63.17342582,0.196264978,0.283975698,0.188404396779376+0.0549884069742115i,3.90E-05,-2.728300395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1300,2539.124742,100.3384833,0.232656475,3.955834791,-0.159699990886287-0.169189090828528i,5.37E-05,0.007465034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1200,4774.40838,35.7303389,0.283653524,1.687467767,-0.0330192352889208+0.281725135351175i,0.000133714,-2.871023967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,3367.436629,11.27992668,1,6.192107815,0.995855311494588-0.0909516276270921i,0.000888705,-0.24173387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1400,1319.932376,24.05411185,0.295773972,0.047878616,0.295435026326999+0.0141558386263129i,0.00031087,1.836654688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1100,3156.33802,65.78218876,0.116113364,1.03818323,0.05896076502997+0.100029702825659i,3.30E-05,-2.305363362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1400,4048.023121,154.7712461,0.122029969,0.496745366,0.107281215473885+0.0581554312511702i,5.59E-06,-1.718857281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1300,4561.818709,51.22365221,0.100108808,1.451683939,0.011896022856102+0.0993994868612417i,1.45E-05,-1.451388441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1200,15.99704221,48.05972791,0.1752404,2.672220831,-0.156288607514037+0.0792658125930166i,2.32E-05,2.840225636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1600,1229.975921,216.0155241,0.277865017,1.083107141,0.130203580542775+0.245470965898121i,6.59E-05,-0.000434219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,4383.753804,328.33187,0.177647305,3.963023153,-0.121008833098025-0.130059322346616i,2.45E-05,-2.737133518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800,2610.335189,345.8857022,0.270999012,3.189325708,-0.270690342591961-0.012930699030868i,0.000207212,-1.305672221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,19.24586792,93.55468286,0.235203925,6.234395115,0.234924030978246-0.0114710923376853i,3.29E-05,-2.105669894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1100,4446.797266,317.4491121,1,5.937564439,0.940865295627571-0.338780895983884i,0.002446938,-2.582542732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1400,1105.980515,184.736249,0.178698692,5.619177159,0.140730300006612-0.110128130436072i,1.49E-05,2.906344114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2000,1100.365001,122.0776142,0.203892075,5.01783613,0.0613143549048297-0.194454436785638i,9.95E-06,-0.253567766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1100,587.6358024,235.9481032,0.168608759,1.672218837,-0.0170714207864799+0.167742302968407i,2.61E-05,-1.955936213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1100,1797.16611,342.4123753,0.280895585,4.415149574,-0.082269201260124-0.268577936923315i,0.000105161,-1.42646246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1100,3623.60529,235.7425133,0.124946494,2.627959389,-0.108824032035401+0.0613918260270185i,1.21E-05,-2.818269588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1600,2454.185802,189.5671867,0.113366763,5.877425718,0.104161703820183-0.0447477644812718i,1.21E-05,1.209584693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1100,4603.808862,212.9045525,0.200900381,4.221658308,-0.0946784147046322-0.177191875692813i,8.48E-05,-1.65737413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600,3308.271585,295.8465251,0.11699604,4.908177885,0.022760459549914-0.114760771822701i,3.75E-05,1.876419114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,1478.232323,69.76055216,0.28655873,5.600870374,0.222402535376803-0.180701461115004i,0.00019458,-2.984956798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1500,3053.613092,335.1272724,0.266576245,3.265813194,-0.264522153364977-0.0330291478946454i,0.000109625,0.885226598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1400,4590.154976,9.830304419,0.231801134,0.654168475,0.183946759765578+0.141050895767054i,6.57E-05,1.272207522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1900,3353.814917,219.4075222,0.153788383,2.662200294,-0.136452641812699+0.0709333715162684i,1.60E-05,3.117131529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1600,806.1425963,109.1687345,0.189315129,0.364893265,0.176850972156724+0.0675570259802268i,2.25E-05,1.684302363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1300,2353.147649,110.8603639,1,6.124302611,0.987404673899443-0.158215075013522i,0.001156319,0.352373097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1100,3506.14101,306.6140057,0.24321114,2.916760812,-0.237089907725921+0.0542220848313213i,5.48E-05,-0.397018213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1300,2366.562554,14.03651954,0.177140771,2.972053588,-0.174601040732304+0.0298886153723256i,2.40E-05,-2.671320379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,4595.011855,96.45661088,0.287811432,2.152109522,-0.158043560939922+0.240536178185885i,0.000186798,0.90457094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1400,3699.895609,244.7686121,0.10553455,1.293246224,0.028916501896666+0.101495699858348i,1.77E-05,-2.314252697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1800,104.9977765,1.88083661,0.235106686,2.420756027,-0.176624793190491+0.155173568370807i,1.61E-05,2.982843206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1000,2658.407025,272.3555101,1,5.07657332,0.356187248182934-0.934414599753166i,0.000977006,2.465459831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2000,3275.3983,343.359887,0.13674096,3.586761385,-0.123413915454376-0.0588820483863056i,2.01E-05,-3.086499238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1200,965.8931755,326.9030879,0.12480501,0.398516255,0.115025012274312+0.0484307457746779i,9.85E-06,1.304196621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1700,1005.376015,67.39788176,0.293808974,5.073189447,0.103721406320252-0.274891948444456i,3.90E-05,1.537139997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1200,560.7653457,37.30162212,0.234160524,2.619176046,-0.202927228974454+0.116840449627593i,8.02E-06,-0.382045061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1900,3808.71242,83.65275767,0.257365207,3.30163672,-0.2540761472599-0.0410141596200323i,3.65E-05,2.509857638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1200,1418.516671,59.44954706,0.247357817,0.150577411,0.244558871234924+0.037105907501586i,7.33E-06,-0.106327757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1500,4109.464783,159.4030083,0.270561894,3.171731556,-0.270439020356047-0.00815320415141404i,5.63E-05,-0.029536191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1700,988.0338444,49.78409092,0.154325118,2.542175602,-0.127420792057195+0.0870642515632622i,1.22E-05,-0.34923467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,2258.443739,49.50907556,0.157561128,2.093538788,-0.078663689430319+0.136519350487897i,8.08E-06,-1.117596387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1700,586.8121544,124.4480392,0.104766597,4.157560196,-0.0551908104847725-0.0890506280791207i,1.12E-05,2.402065947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1100,3363.139908,266.9311066,0.112991828,2.981437729,-0.111545825561298+0.0180189368682457i,1.25E-05,0.543761799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,2166.26422,42.12804166,1,2.983093721,-0.98746531839104+0.157836133299324i,0.001261609,2.99576867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1000,2514.085814,224.9670279,0.161829243,2.886521178,-0.156593300906866+0.0408318763056303i,2.83E-05,2.354482776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1100,1677.123786,52.56012437,0.124115808,0.325433663,0.117601238069367+0.0396822710012449i,1.60E-05,-2.023743158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1300,3999.317404,179.1295042,0.170661548,3.680474531,-0.146475907681864-0.087579521021702i,2.64E-05,-1.407221911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,3067.64934,329.6731842,0.141814795,3.422263201,-0.136265569388388-0.0392827008820833i,3.42E-05,-1.184280204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1100,272.8330054,238.8109968,0.235810093,2.027367666,-0.103962360386779+0.211655917728852i,2.71E-05,2.780114437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600,3326.900015,109.0992271,0.245986077,0.614333035,0.201009509501513+0.141789728653097i,9.77E-05,2.679849218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1300,2707.484199,12.19357252,0.131218185,2.657972689,-0.116169754316145+0.0610147545563151i,1.30E-05,0.880900374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,3184.194503,257.4345412,0.104613898,0.905813654,0.0645515345525573+0.082323550613274i,1.32E-05,-2.921019875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1500,2952.196634,287.6625301,0.100809317,1.695833467,-0.012572089522163+0.100022302267213i,1.23E-05,-2.516278596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1000,96.62975317,160.0665524,0.210396138,0.727570708,0.157122199475742+0.13992551317245i,2.62E-05,-2.249340839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1800,1914.367833,47.03742825,0.208537239,4.989070489,0.0569650496538766-0.200605990170129i,8.67E-05,2.703991622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,1596.840786,153.1031374,0.261320638,5.563864454,0.196579331627346-0.172177356552133i,0.000159898,3.000688623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1300,1403.125775,160.4107849,1,5.265197006,0.525079075840115-0.851053443747742i,0.003205232,-0.23873689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1600,3635.082726,116.7205819,0.135742195,4.84900043,0.0184863118704164-0.134477506854579i,2.49E-05,-1.544457146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,4121.546456,158.1801351,0.172933457,4.427884934,-0.0485392167317681-0.165981700630245i,4.25E-05,-0.245338856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1000,3305.263388,270.5921364,0.272357682,6.102839657,0.267940517697906-0.0488526961825181i,6.33E-05,-0.630054114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1700,2428.218295,130.9634061,0.240503182,6.025433673,0.232558290844136-0.0613059700142386i,7.09E-05,1.935633931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1200,126.8953094,134.230966,1,0.583240335,0.834682480317639+0.550731474541627i,0.000515127,0.798113708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,1567.603098,26.6198625,0.211787722,5.844699783,0.19175169248898-0.089918448833284i,0.000104628,-1.23744645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1000,256.1734971,107.062436,0.117986156,2.280067619,-0.0768421384510357+0.0895322217486293i,1.13E-05,-0.92953487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,3725.304331,240.1063719,0.114255932,3.538648476,-0.105367221975364-0.0441833276650238i,6.49E-06,2.243293026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1100,1097.465677,25.96084292,0.126824178,4.1202412,-0.0707862070665319-0.105231578621082i,8.86E-06,2.689198342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1600,3840.277379,259.8863375,0.105239229,3.697787526,-0.0893765415787299-0.0555619399423943i,1.08E-05,-2.673451246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1000,1086.398083,270.6739411,0.194181386,0.779818021,0.13807102535541+0.136538648257476i,1.88E-05,-1.929250253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2000,3950.947538,133.6167237,0.268388199,4.503287127,-0.0557123983920522-0.262542099616436i,0.000102792,2.641309198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800,3754.514652,304.2862734,0.147692497,4.739295486,0.00397340948144325-0.147639038679445i,4.16E-05,1.665306108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2000,1099.594692,215.3037873,0.154071902,1.400651644,0.0260882163442487+0.151847146880277i,2.25E-05,-1.367044159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1900,1440.252268,183.8511212,0.112664867,1.72627067,-0.0174460125169421+0.111305924560483i,2.45E-05,0.694379897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1100,1.782623563,152.8389094,0.229461258,0.226981719,0.223575590202674+0.0516374316409036i,1.19E-05,2.663145447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,2507.901125,90.75677071,0.235586052,2.47695392,-0.185439124329562+0.145303541595512i,3.12E-05,0.704035262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1600,3323.664517,176.0963742,0.138642671,2.064775629,-0.0657350960882831+0.122068371196737i,1.98E-05,0.569382334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1900,2243.266834,223.4272262,0.163760484,2.124236003,-0.0860752189192188+0.13931458228443i,3.66E-05,0.466148019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1900,1052.064704,173.1451151,1,2.797290507,-0.941311235296744+0.33753986180023i,0.000191592,-2.068391388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1400,3038.894505,272.9591885,0.121729494,0.735851022,0.0902331801900754+0.0817070548846399i,2.43E-05,-0.543021832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1400,2422.526524,73.23041755,0.110895999,5.530168904,0.0809129861532385-0.0758354219395059i,1.46E-05,2.877979762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1400,427.4557998,168.4417318,0.255510311,5.408925268,0.163926378987824-0.195994033219656i,3.03E-05,-0.651100318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,564.9994126,210.6221512,1,4.833551749,0.120866532699137-0.992668767149087i,0.000620344,-0.212171495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1500,1879.879797,233.206216,0.211789835,0.453088397,0.190420127308296+0.0927098129267226i,4.13E-05,0.479372455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1700,1134.862287,189.6030505,0.14397854,5.422667315,0.0938804615257421-0.109161709428478i,1.66E-05,2.574764449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1800,2980.22674,190.0544557,0.202148071,3.106573391,-0.202024132142256+0.00707762950077446i,5.57E-05,1.588167035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1400,248.0379191,170.1560211,0.151249872,4.214616967,-0.0722171412559786-0.132895478283641i,1.03E-05,-0.803745582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,4233.807616,294.8008021,0.198067181,1.961771044,-0.0754813742033137+0.183120644038423i,8.90E-05,-1.770146446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,1230.497453,322.3645554,0.107366096,2.410571681,-0.079933324179355+0.0716808365385525i,3.24E-05,1.831746385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1300,1977.930956,135.1020472,0.167691459,2.36076482,-0.119116457544761+0.118032600701124i,2.99E-05,2.970193764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1700,2793.98927,333.5240382,0.19452089,0.086183176,0.193798931520296+0.016743682704069i,0.000102694,1.889750825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800,4194.205776,106.7325176,0.200805052,4.202419996,-0.0980230218241577-0.175254546521232i,6.55E-05,0.255759066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,4867.553597,103.5753052,0.259635027,4.805060777,0.0240264197919951-0.25852094357296i,0.000122351,3.110127473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,313.9922031,156.4232,0.178014253,1.024352443,0.0925055075910569+0.15209143687689i,1.98E-05,-1.670137081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,1202.737688,353.2530822,1,5.889574967,0.923530425523848-0.383525166229988i,0.003216179,3.120856673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1700,3508.051377,147.3755999,0.221985936,3.605713484,-0.198503255538989-0.0993690756376528i,6.01E-05,1.661323221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,440.1663682,245.2068601,0.180453828,6.108318005,0.177701841515329-0.0313948996442719i,2.48E-05,-0.201350833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,2032.275974,132.2478517,0.145735959,2.137756116,-0.0782704118318775+0.122933772203002i,4.43E-05,1.389047596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1700,3505.234495,351.0049785,0.196538232,4.94400231,0.0451149720051441-0.191290135086765i,2.18E-05,-0.063790362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1700,2111.094286,196.6592032,0.258617482,1.323037768,0.0634211735792583+0.250720475775868i,4.06E-05,-0.086856718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
